policy,reward_mean,reward_std,delay_mean,delay_std,drop_rate_mean,drop_rate_std,offload_rate_mean,offload_rate_std,energy_mean,energy_std,load_name,load_factor,task_min_bits,task_max_bits,avg_task_mbits
mappo,-168.02707499999997,2.3658614658565593,168.027075,2.3658614658565695,0.28950000000000004,0.01132751075920919,0.750675,0.014219726614812253,1.9106135818511247,0.10832732985475499,load_12,1.25,1875000.0,7500000.0,4.6875
pruned_mappo,-167.99747499999998,2.3243798163434914,167.99747499999998,2.324379816343489,0.29212499999999997,0.010134255029354654,0.73115,0.010876695270163635,2.109804909965396,0.09103553230133939,load_12,1.25,1875000.0,7500000.0,4.6875
distilled_mappo,-168.01254999999998,2.3891108827343963,168.01254999999998,2.389110882734411,0.28895,0.011328503872974573,0.751625,0.014532829215262938,1.9058768249601128,0.11284501459759248,load_12,1.25,1875000.0,7500000.0,4.6875
offload,-178.720375,2.942121898498603,178.72037500000002,2.942121898498599,0.16997500000000001,0.01113690374385987,1.0,0.0,0.5935857180804014,0.008867307804991674,load_12,1.25,1875000.0,7500000.0,4.6875
greedy,-187.95805000000004,0.9063111413857896,187.95805000000001,0.9063111413857821,0.6066,0.003062270399556517,0.27040000000000003,0.0014017845768876187,4.529984708321094,0.03143405990060499,load_12,1.25,1875000.0,7500000.0,4.6875
mappo,-170.99322499999994,2.1350627492242578,170.993225,2.135062749224246,0.30644999999999994,0.010823469868762049,0.7446499999999999,0.01281366458121954,1.9604478012591602,0.10547224523220092,load_13,1.3,1950000.0,7800000.0,4.875
pruned_mappo,-170.83162499999997,2.1822838416725294,170.83162499999997,2.1822838416725276,0.307025,0.01001214887024758,0.726625,0.010195740532202647,2.1385417334109547,0.09032424433064001,load_13,1.3,1950000.0,7800000.0,4.875
distilled_mappo,-170.9494,2.1322583280409666,170.94940000000005,2.1322583280409537,0.30644999999999994,0.010840779492268995,0.74485,0.012885650934275695,1.959331106621027,0.10563693466434677,load_13,1.3,1950000.0,7800000.0,4.875
offload,-181.72605,2.7753609040087057,181.72605,2.7753609040087026,0.19115000000000001,0.011537547399685948,1.0,0.0,0.5935857180804014,0.008867307804991674,load_13,1.3,1950000.0,7800000.0,4.875
greedy,-189.13367500000004,0.9518249054448181,189.13367500000004,0.9518249054448,0.610075,0.0032152954763131785,0.271,0.001436140661634507,4.521371930491924,0.03322629017086907,load_13,1.3,1950000.0,7800000.0,4.875
