episode,step,target_agent_id,pc_repeat_agent_id,nano_action,nano_called,nano_skip_used,nano_repeat_raw,nano_repeat_slots,nano_remaining_before,nano_remaining_after,nano_safety_interrupted,nano_interrupt_reason,nano_infer_ms,round_trip_ms,pc_repeat_action,pc_repeat_called,pc_repeat_skip_used,pc_repeat_repeat_raw,pc_repeat_repeat_slots,pc_repeat_remaining_before,pc_repeat_remaining_after,pc_repeat_safety_interrupted,pc_repeat_interrupt_reason,pc_repeat_infer_ms,pc_regular_agent_ids,pc_regular_infer_ms,teacher_action_target,target_action_match,reward,delay,drop,offload_rate,joint_actions
0,63,0,1,1,0,1,,,2,1,0,,,,1,0,1,,,2,1,0,,,"[2, 3]",0.21899992134422064,1,1,-0.77625,155.25,0.25,1.0,"[1, 1, 1, 1]"
0,64,0,1,1,1,0,0.9821934103965759,5,1,5,1,obs_changed,0.08185400020011002,68.75199999194592,1,1,0,1.004900336265564,5,1,5,1,obs_changed,0.35779993049800396,"[2, 3]",0.24039996787905693,1,1,-0.5425,108.5,0.0,1.0,"[1, 1, 1, 1]"
0,65,0,1,1,1,0,0.9923772811889648,5,5,5,1,energy_low,0.1021250000121654,12.831800035201013,1,0,1,,,5,4,0,,,"[2, 3]",0.34110003616660833,1,1,-0.55375,110.75,0.0,1.0,"[1, 1, 1, 1]"
0,66,0,1,1,1,0,1.0013563632965088,5,5,5,1,obs_changed,0.0909609998416272,7.499400060623884,1,1,0,0.9900200366973877,5,4,5,1,obs_changed,0.20150002092123032,"[2, 3]",0.1857000170275569,1,1,-0.795,159.0,0.25,1.0,"[1, 1, 1, 1]"
0,67,0,1,1,0,1,,,5,4,0,,,,1,0,1,,,5,4,0,,,"[2, 3]",0.18430000636726618,1,1,-0.56375,112.75,0.0,1.0,"[1, 1, 1, 1]"
0,68,0,1,1,0,1,,,4,3,0,,,,1,0,1,,,4,3,0,,,"[2, 3]",0.18919992726296186,1,1,-0.57375,114.75,0.0,1.0,"[1, 1, 1, 1]"
0,69,0,1,1,1,0,1.0102276802062988,5,3,5,1,energy_low|obs_changed,0.08411799990426516,5.79910003580153,1,0,1,,,3,2,0,,,"[2, 3]",0.26679993607103825,1,1,-0.58125,116.25,0.0,1.0,"[1, 1, 1, 1]"
0,70,0,1,1,0,1,,,5,4,0,,,,1,0,1,,,2,1,0,,,"[2, 3]",0.1957999775186181,1,1,-0.815,163.0,0.25,1.0,"[1, 1, 1, 1]"
0,71,0,1,1,0,1,,,4,3,0,,,,1,0,1,,,1,0,0,,,"[2, 3]",0.18269999418407679,1,1,-0.59375,118.75,0.0,1.0,"[1, 1, 1, 1]"
0,72,0,1,1,0,1,,,3,2,0,,,,1,1,0,0.9899458289146423,5,0,5,0,,0.16549997963011265,"[2, 3]",0.18049997743219137,1,1,-0.82625,165.25,0.25,1.0,"[1, 1, 1, 1]"
0,73,0,1,1,0,1,,,2,1,0,,,,1,0,1,,,5,4,0,,,"[2, 3]",0.18430000636726618,1,1,-0.6125,122.5,0.0,1.0,"[1, 1, 1, 1]"
0,74,0,1,1,0,1,,,1,0,0,,,,1,0,1,,,4,3,0,,,"[2, 3]",0.18089998047798872,1,1,-0.62125,124.25,0.0,1.0,"[1, 1, 1, 1]"
0,75,0,1,1,1,0,0.9945140480995178,5,0,5,0,,0.08684500062372535,23.251800099387765,1,1,0,1.0179102420806885,5,3,5,1,energy_low,0.30449999030679464,"[2, 3]",0.2058000536635518,1,1,-1.0625,212.5,0.5,1.0,"[1, 1, 1, 1]"
0,76,0,1,1,1,0,1.0147371292114258,5,5,5,1,obs_changed,0.08262699975603027,15.805700095370412,1,0,1,,,5,4,0,,,"[2, 3]",0.38489990402013063,1,1,-0.84375,168.75,0.25,1.0,"[1, 1, 1, 1]"
0,77,0,1,1,0,1,,,5,4,0,,,,1,0,1,,,4,3,0,,,"[2, 3]",0.233299913816154,1,1,-0.6375,127.5,0.0,1.0,"[1, 1, 1, 1]"
0,78,0,1,1,1,0,0.9871471524238586,5,4,5,1,obs_changed,0.07950500003062189,114.37940003816038,1,0,1,,,3,2,0,,,"[2, 3]",0.38579991087317467,1,1,-0.64625,129.25,0.0,1.0,"[1, 1, 1, 1]"
0,79,0,1,1,0,1,,,5,4,0,,,,1,0,1,,,2,1,0,,,"[2, 3]",0.22469996474683285,1,1,-0.65375,130.75,0.0,1.0,"[1, 1, 1, 1]"
0,80,0,1,1,0,1,,,4,3,0,,,,1,0,1,,,1,0,0,,,"[2, 3]",0.22309995256364346,1,1,-0.66375,132.75,0.0,1.0,"[1, 1, 1, 1]"
0,81,0,1,1,0,1,,,3,2,0,,,,1,1,0,1.0057493448257446,5,0,5,0,,0.20760006736963987,"[2, 3]",0.22030004765838385,1,1,-0.67375,134.75,0.0,1.0,"[1, 1, 1, 1]"
0,82,0,1,1,0,1,,,2,1,0,,,,1,1,0,1.0254909992218018,5,5,5,1,energy_low,0.20249991212040186,"[2, 3]",0.22040004841983318,1,1,-0.68125,136.25,0.0,1.0,"[1, 1, 1, 1]"
0,83,0,1,1,0,1,,,1,0,0,,,,1,1,0,1.025888204574585,5,5,5,1,energy_low,0.20399992354214191,"[2, 3]",0.2188000362366438,1,1,-0.68625,137.25,0.0,1.0,"[1, 1, 1, 1]"
